"StichtagDatJahr","DatenstandCd","HundenameText","GebDatHundJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2024,"P","Nairobi",2021,"2","weiblich",2,1
2024,"P","Nala",2008,"2","weiblich",2,1
2024,"P","Nala",2010,"2","weiblich",2,1
2024,"P","Nala",2014,"2","weiblich",2,1
2024,"P","Nala",2015,"2","weiblich",2,3
2024,"P","Nala",2016,"2","weiblich",2,4
2024,"P","Nala",2017,"2","weiblich",2,4
2024,"P","Nala",2018,"2","weiblich",2,2
2024,"P","Nala",2019,"2","weiblich",2,6
2024,"P","Nala",2020,"2","weiblich",2,13
2024,"P","Nala",2021,"2","weiblich",2,6
2024,"P","Nala",2022,"2","weiblich",2,6
2024,"P","Nala",2023,"2","weiblich",2,6
2024,"P","Nala (Beatrice)",2019,"2","weiblich",2,1
2024,"P","Nala (Estella vom Fösterhaus)",2020,"2","weiblich",2,1
2024,"P","Nala (Silverbarn's Ronja)",2009,"2","weiblich",2,1
2024,"P","Nala Lucy Negah",2021,"2","weiblich",2,1
2024,"P","Nala Siobhan",2021,"2","weiblich",2,1
2024,"P","Nala-Debbie",2015,"2","weiblich",2,1
2024,"P","Nalle",2021,"1","männlich",1,1
2024,"P","Nalu",2021,"1","männlich",1,1
2024,"P","Nalu",2023,"1","männlich",1,2
2024,"P","Nalu",2023,"2","weiblich",2,1
2024,"P","Namaris",2019,"1","männlich",1,1
2024,"P","Nami",2022,"1","männlich",1,1
2024,"P","Nami Quendy vom Hause Amorina",2023,"2","weiblich",2,1
2024,"P","Namur dils pasturs da Gianal",2017,"1","männlich",1,1
2024,"P","Nana",2013,"2","weiblich",2,1
2024,"P","Nana",2018,"2","weiblich",2,1
2024,"P","Nana",2021,"2","weiblich",2,1
2024,"P","Nandi",2023,"2","weiblich",2,1
2024,"P","Nandi Duan Gong",2016,"1","männlich",1,1
2024,"P","Nanny",2011,"2","weiblich",2,1
2024,"P","Nano",2015,"1","männlich",1,1
2024,"P","Nano",2021,"1","männlich",1,1
2024,"P","Nano (Stitch)",2016,"1","männlich",1,1
2024,"P","Nanook",2014,"1","männlich",1,1
2024,"P","Nanouk",2020,"2","weiblich",2,1
2024,"P","Nanouk",2022,"1","männlich",1,2
2024,"P","Nanouk (Ravi)",2021,"1","männlich",1,1
2024,"P","Nanu",2016,"1","männlich",1,1
2024,"P","Nanuk",2021,"1","männlich",1,1
2024,"P","Nany",2011,"2","weiblich",2,1
2024,"P","Naoki",2023,"1","männlich",1,1
2024,"P","Naomi von Anubis",2017,"2","weiblich",2,1
2024,"P","Napoleon",2001,"1","männlich",1,1
2024,"P","Napoleon des Fantômes Gris",2017,"1","männlich",1,1
2024,"P","Napoleone",2023,"1","männlich",1,1
2024,"P","Nara",2020,"2","weiblich",2,1
2024,"P","Narcos",2020,"1","männlich",1,1
2024,"P","Naro",2020,"1","männlich",1,1
2024,"P","Naru",2019,"2","weiblich",2,1
2024,"P","Narvi",2016,"1","männlich",1,1
2024,"P","Narvick du domaine de Sainte M",2017,"1","männlich",1,1
2024,"P","Nascha",2020,"2","weiblich",2,1
2024,"P","Nashoba",2015,"2","weiblich",2,1
2024,"P","Natalina",2017,"2","weiblich",2,1
2024,"P","Nataniel",2014,"2","weiblich",2,1
2024,"P","Nate",2021,"1","männlich",1,1
2024,"P","Nava vom Bärehüsli",2016,"2","weiblich",2,1
2024,"P","Naveen",2017,"1","männlich",1,1
2024,"P","Navy",2020,"1","männlich",1,1
2024,"P","Navy",2023,"1","männlich",1,1
2024,"P","Nawilili",2021,"1","männlich",1,1
2024,"P","Nawin",2021,"1","männlich",1,1
2024,"P","Nax",2020,"1","männlich",1,1
2024,"P","Naya",2017,"2","weiblich",2,1
2024,"P","Naya",2020,"2","weiblich",2,1
2024,"P","Nayla",2010,"2","weiblich",2,1
2024,"P","Nayla",2013,"2","weiblich",2,1
2024,"P","Nayla",2017,"2","weiblich",2,1
2024,"P","Nayla",2019,"2","weiblich",2,1
2024,"P","Nayla",2020,"2","weiblich",2,1
2024,"P","Nayla",2022,"2","weiblich",2,1
2024,"P","Ndola des Gardiens du Mirador",2021,"2","weiblich",2,1
2024,"P","Nea",2023,"2","weiblich",2,1
2024,"P","Nebbia",2014,"1","männlich",1,1
2024,"P","Neco",2014,"1","männlich",1,1
2024,"P","Neelo",2022,"1","männlich",1,1
2024,"P","Nego",2010,"1","männlich",1,1
2024,"P","Negra (Jessie)",2021,"2","weiblich",2,1
2024,"P","Negrita",2020,"2","weiblich",2,1
2024,"P","Negrita",2021,"2","weiblich",2,1
2024,"P","Nela",2010,"2","weiblich",2,1
2024,"P","Nela",2012,"2","weiblich",2,1
2024,"P","Nela",2014,"2","weiblich",2,1
2024,"P","Nela",2015,"2","weiblich",2,2
2024,"P","Nela vom Lindenberg",2021,"2","weiblich",2,1
2024,"P","Nele",2019,"2","weiblich",2,1
2024,"P","Nele",2021,"2","weiblich",2,1
2024,"P","Nella",2018,"2","weiblich",2,1
2024,"P","Nella (vom Tobelhof)",2020,"2","weiblich",2,1
2024,"P","Nelli",2013,"2","weiblich",2,1
2024,"P","Nellie (Jersey)",2016,"2","weiblich",2,1
2024,"P","Nelly",2008,"2","weiblich",2,1
2024,"P","Nelly",2018,"2","weiblich",2,1
2024,"P","Nelly",2023,"2","weiblich",2,1
2024,"P","Nelo of Border Country",2020,"1","männlich",1,1
2024,"P","Nelson",2011,"1","männlich",1,1
2024,"P","Nemesis von der Mimose",2017,"2","weiblich",2,1
2024,"P","Nemo",2009,"1","männlich",1,1
2024,"P","Nemo",2016,"1","männlich",1,1
2024,"P","Nemo",2020,"1","männlich",1,1
2024,"P","Nemo",2021,"1","männlich",1,1
2024,"P","Nemo (Quemo)",2018,"1","männlich",1,1
2024,"P","Nena",2019,"2","weiblich",2,1
2024,"P","Nena",2022,"2","weiblich",2,1
2024,"P","Nena vom Stapferstein",2017,"2","weiblich",2,1
2024,"P","Neo",2005,"1","männlich",1,1
2024,"P","Neo",2009,"1","männlich",1,1
2024,"P","Neo",2013,"1","männlich",1,1
2024,"P","Neo",2014,"1","männlich",1,1
2024,"P","Neo",2015,"1","männlich",1,1
2024,"P","Neo",2016,"1","männlich",1,1
2024,"P","Neo",2017,"1","männlich",1,1
2024,"P","Neo",2018,"1","männlich",1,2
2024,"P","Neo",2019,"1","männlich",1,1
2024,"P","Neo",2020,"1","männlich",1,2
2024,"P","Neo",2021,"1","männlich",1,4
2024,"P","Neo",2022,"1","männlich",1,1
2024,"P","Neo",2023,"1","männlich",1,1
2024,"P","Neomie",2020,"2","weiblich",2,1
2024,"P","Neptun",2022,"1","männlich",1,1
2024,"P","Neptune Chant",2017,"1","männlich",1,1
2024,"P","Nera",2011,"2","weiblich",2,1
2024,"P","Nera",2017,"2","weiblich",2,1
2024,"P","Nera",2020,"2","weiblich",2,1
2024,"P","Nera",2022,"2","weiblich",2,1
2024,"P","Nera (Nancy)",2014,"2","weiblich",2,1
2024,"P","Nerea Blackpearl",2016,"2","weiblich",2,1
2024,"P","Nerina",2011,"2","weiblich",2,1
2024,"P","Nerina",2013,"2","weiblich",2,1
2024,"P","Nerina",2020,"2","weiblich",2,1
2024,"P","Nero",2008,"1","männlich",1,1
2024,"P","Nero",2013,"1","männlich",1,1
2024,"P","Nero",2016,"1","männlich",1,3
2024,"P","Nero",2017,"1","männlich",1,1
2024,"P","Nero",2018,"1","männlich",1,1
2024,"P","Nero",2020,"1","männlich",1,1
2024,"P","Nero",2021,"1","männlich",1,1
2024,"P","Nero",2022,"1","männlich",1,2
2024,"P","Nero",2023,"1","männlich",1,3
2024,"P","Nero (Bodo)",2015,"1","männlich",1,1
2024,"P","Nesca",2018,"2","weiblich",2,1
2024,"P","Nessie",2020,"2","weiblich",2,1
2024,"P","Nevada von der Mimose",2017,"1","männlich",1,1
2024,"P","Neve",2018,"2","weiblich",2,1
2024,"P","Neve",2022,"1","männlich",1,1
2024,"P","Nevi",2023,"2","weiblich",2,1
2024,"P","Nevio",2021,"1","männlich",1,1
2024,"P","Nevio",2022,"1","männlich",1,1
2024,"P","Nevio v.d. Fuchsweid",2009,"1","männlich",1,1
2024,"P","Nevis",2021,"1","männlich",1,1
2024,"P","New King Cristallo Lord",2017,"1","männlich",1,1
2024,"P","New Life Victory First Joy",2022,"2","weiblich",2,1
2024,"P","Newen",2023,"1","männlich",1,1
2024,"P","Newton",2015,"1","männlich",1,1
2024,"P","Newton",2017,"1","männlich",1,2
2024,"P","Newy",2022,"1","männlich",1,1
2024,"P","NiKi",2021,"1","männlich",1,1
2024,"P","Nice",2009,"2","weiblich",2,1
2024,"P","Nichi",2019,"2","weiblich",2,1
2024,"P","Nici",2023,"2","weiblich",2,1
2024,"P","Nick Prinz von Morgentau",2017,"1","männlich",1,1
2024,"P","Nicky",2018,"2","weiblich",2,1
2024,"P","Nico",2010,"1","männlich",1,1
2024,"P","Nico",2014,"1","männlich",1,1
2024,"P","Nico",2017,"1","männlich",1,1
2024,"P","Nico",2019,"1","männlich",1,1
2024,"P","Nico",2020,"1","männlich",1,1
2024,"P","Nico",2021,"1","männlich",1,1
2024,"P","Nico",2023,"1","männlich",1,1
2024,"P","Nicolai",2013,"1","männlich",1,1
2024,"P","Niebla",2020,"2","weiblich",2,1
2024,"P","Nieye",2009,"2","weiblich",2,1
2024,"P","Nifty Kya",2017,"2","weiblich",2,1
2024,"P","Niika",2022,"2","weiblich",2,1
2024,"P","Nika",2018,"2","weiblich",2,1
2024,"P","Nikan",2013,"1","männlich",1,1
2024,"P","Nike",2021,"2","weiblich",2,1
2024,"P","Niki",2012,"1","männlich",1,1
2024,"P","Niki",2016,"1","männlich",1,1
2024,"P","Niki (Luna von Kopfrein)",2023,"2","weiblich",2,1
2024,"P","Niki (Oesti)",2006,"2","weiblich",2,1
2024,"P","Nikita",2012,"2","weiblich",2,2
2024,"P","Nikita",2014,"2","weiblich",2,1
2024,"P","Nikita",2018,"2","weiblich",2,1
2024,"P","Nikita",2020,"1","männlich",1,1
2024,"P","Nikita",2021,"2","weiblich",2,1
2024,"P","Nikita (Paulinchen)",2020,"2","weiblich",2,1
2024,"P","Nikki",2006,"2","weiblich",2,1
2024,"P","Nikki",2020,"1","männlich",1,1
2024,"P","Nikky Fujimaro",2022,"1","männlich",1,1
2024,"P","Niko",2008,"1","männlich",1,1
2024,"P","Niko",2011,"1","männlich",1,1
2024,"P","Niko",2013,"1","männlich",1,1
2024,"P","Nikola",2013,"1","männlich",1,1
2024,"P","Nikolas",2013,"1","männlich",1,1
2024,"P","Nil",2011,"2","weiblich",2,1
2024,"P","Nila",2019,"2","weiblich",2,1
2024,"P","Nilo",2012,"1","männlich",1,1
2024,"P","Nilo-Charly",2021,"1","männlich",1,1
2024,"P","Niloh (Speedy)",2016,"1","männlich",1,1
2024,"P","Nils",2016,"1","männlich",1,1
2024,"P","Nim",2014,"2","weiblich",2,1
2024,"P","Nima Nobel von Milpurrur",2016,"2","weiblich",2,1
2024,"P","Nimbu",2017,"1","männlich",1,1
2024,"P","Nina",2008,"2","weiblich",2,1
2024,"P","Nina",2009,"2","weiblich",2,2
2024,"P","Nina",2011,"2","weiblich",2,1
2024,"P","Nina",2012,"2","weiblich",2,1
2024,"P","Nina",2014,"2","weiblich",2,5
2024,"P","Nina",2017,"2","weiblich",2,4
2024,"P","Nina",2019,"2","weiblich",2,1
2024,"P","Nina",2020,"2","weiblich",2,3
2024,"P","Nina",2023,"2","weiblich",2,2
2024,"P","Ninho",2023,"1","männlich",1,1
2024,"P","Nini",2012,"2","weiblich",2,1
2024,"P","Ninja",2017,"2","weiblich",2,1
2024,"P","Ninja",2018,"1","männlich",1,1
2024,"P","Nino",2011,"1","männlich",1,1
2024,"P","Nino",2012,"1","männlich",1,1
2024,"P","Nino",2013,"1","männlich",1,1
2024,"P","Nino",2015,"1","männlich",1,1
2024,"P","Nino",2017,"1","männlich",1,1
2024,"P","Nino",2021,"1","männlich",1,1
2024,"P","Nino",2022,"1","männlich",1,3
2024,"P","Nino zum Türmli",2023,"1","männlich",1,1
2024,"P","Niou",2020,"1","männlich",1,1
2024,"P","Nira",2022,"2","weiblich",2,1
2024,"P","Niro",2022,"1","männlich",1,1
2024,"P","Nisha",2013,"2","weiblich",2,1
2024,"P","Nisha",2020,"2","weiblich",2,1
2024,"P","Nita",2016,"2","weiblich",2,1
2024,"P","Nita",2023,"2","weiblich",2,1
2024,"P","Niva",2021,"2","weiblich",2,1
2024,"P","Niva",2022,"2","weiblich",2,1
2024,"P","Niva",2023,"2","weiblich",2,1
2024,"P","Noa",2009,"2","weiblich",2,1
2024,"P","Noa",2020,"2","weiblich",2,1
2024,"P","Noah",2013,"1","männlich",1,1
2024,"P","Noah",2017,"1","männlich",1,1
2024,"P","Nocciola (Kascha von der Fehli",2021,"2","weiblich",2,1
2024,"P","Noche",2022,"2","weiblich",2,1
2024,"P","Nody",2021,"1","männlich",1,1
2024,"P","Noe du royaume d orichalque",2017,"1","männlich",1,1
2024,"P","Noemi",2014,"2","weiblich",2,1
2024,"P","Noira",2009,"2","weiblich",2,1
2024,"P","Noita",2018,"2","weiblich",2,1
2024,"P","Noizy",2011,"1","männlich",1,1
2024,"P","Nola",2014,"2","weiblich",2,1
2024,"P","Nola",2018,"2","weiblich",2,2
2024,"P","Nola",2019,"2","weiblich",2,1
2024,"P","Nolan",2010,"1","männlich",1,1
2024,"P","Nolan",2018,"1","männlich",1,1
2024,"P","Nolli",2020,"2","weiblich",2,1
2024,"P","Nomad Du Chateau Royal",2020,"1","männlich",1,1
2024,"P","Nomi",2021,"2","weiblich",2,1
2024,"P","Nono",2021,"1","männlich",1,1
2024,"P","Noobie (Ofari)",2016,"1","männlich",1,1
2024,"P","Noodle",2019,"1","männlich",1,1
2024,"P","Noodle (Frida) aus d. Farbtopf",2016,"2","weiblich",2,1
2024,"P","Nooga",2009,"2","weiblich",2,1
2024,"P","Nora",2013,"2","weiblich",2,1
2024,"P","Nora",2023,"2","weiblich",2,1
2024,"P","Norbert",2021,"1","männlich",1,1
2024,"P","Nori",2023,"2","weiblich",2,1
2024,"P","Norik (Amani Amar)",2013,"1","männlich",1,1
2024,"P","Norma vom Hause Globi",2020,"2","weiblich",2,1
2024,"P","Norton",2018,"1","männlich",1,1
2024,"P","Nougat",2019,"2","weiblich",2,1
2024,"P","Nougat",2021,"2","weiblich",2,1
2024,"P","Nougat (Rocko)",2010,"1","männlich",1,1
2024,"P","Nouki",2017,"1","männlich",1,1
2024,"P","Nour",2017,"2","weiblich",2,1
2024,"P","Nova",2020,"2","weiblich",2,1
2024,"P","Nova",2022,"2","weiblich",2,1
2024,"P","Nova Blue",2017,"2","weiblich",2,1
2024,"P","Nova Niyaha Nahimana Stella",2023,"2","weiblich",2,1
2024,"P","Nox",2020,"1","männlich",1,1
2024,"P","Nox",2023,"1","männlich",1,2
2024,"P","Nox-Clara von Hergiswil",2023,"2","weiblich",2,1
2024,"P","Noya",2023,"2","weiblich",2,1
2024,"P","Noé",2013,"2","weiblich",2,1
2024,"P","Nubia",2014,"2","weiblich",2,1
2024,"P","Nubia",2019,"2","weiblich",2,1
2024,"P","Nudli",2021,"1","männlich",1,1
2024,"P","Nugat",2019,"1","männlich",1,1
2024,"P","Nugget",2019,"1","männlich",1,1
2024,"P","Nuka",2019,"1","männlich",1,1
2024,"P","Nuka",2021,"2","weiblich",2,1
2024,"P","Numa",2022,"2","weiblich",2,1
2024,"P","Numi",2020,"2","weiblich",2,1
2024,"P","Numya",2018,"2","weiblich",2,1
2024,"P","Nuna",2021,"2","weiblich",2,1
2024,"P","Nunki (Rastou)",2020,"1","männlich",1,1
2024,"P","Nureyev",2017,"1","männlich",1,1
2024,"P","Nuri",2020,"2","weiblich",2,1
2024,"P","Nuri (Schnuffi)",2021,"1","männlich",1,1
2024,"P","Nuro",2017,"1","männlich",1,1
2024,"P","Nutella",2017,"2","weiblich",2,1
2024,"P","Nutella",2018,"2","weiblich",2,1
2024,"P","Nutella",2021,"2","weiblich",2,1
2024,"P","Nutello",2013,"1","männlich",1,1
2024,"P","Nyima",2013,"2","weiblich",2,1
2024,"P","Nyiri Pajkos Csillag",2023,"2","weiblich",2,1
2024,"P","Nylah",2019,"2","weiblich",2,1
2024,"P","Nylo",2018,"1","männlich",1,1
2024,"P","Nyma",2018,"2","weiblich",2,1
2024,"P","Nyusya",2020,"2","weiblich",2,1
2024,"P","Nyx",2018,"2","weiblich",2,1
2024,"P","Nyx",2020,"2","weiblich",2,1
2024,"P","Nyxie",2021,"2","weiblich",2,1
2024,"P","O-Nuro",2018,"1","männlich",1,1
2024,"P","OJA",2021,"2","weiblich",2,1
2024,"P","Obe",2016,"1","männlich",1,1
2024,"P","Obelix",2018,"1","männlich",1,1
2024,"P","Obelix",2022,"1","männlich",1,1
2024,"P","Obiwan",2016,"1","männlich",1,1
2024,"P","Ocean",2023,"1","männlich",1,1
2024,"P","Ocean (Kaleb)",2013,"1","männlich",1,1
2024,"P","Ocho",2020,"1","männlich",1,1
2024,"P","Oden",2015,"1","männlich",1,1
2024,"P","Odessa",2017,"2","weiblich",2,1
2024,"P","Odessa",2021,"2","weiblich",2,1
2024,"P","Odi",2011,"1","männlich",1,1
2024,"P","Odie",2020,"1","männlich",1,1
2024,"P","Odie",2021,"2","weiblich",2,1
2024,"P","Odie",2022,"2","weiblich",2,1
2024,"P","Odillo",2018,"1","männlich",1,1
2024,"P","Odin",2013,"1","männlich",1,1
2024,"P","Odin",2014,"1","männlich",1,1
2024,"P","Odin",2017,"1","männlich",1,1
2024,"P","Odin",2019,"1","männlich",1,1
2024,"P","Odin",2020,"1","männlich",1,1
2024,"P","Odin",2021,"1","männlich",1,1
2024,"P","Odin",2022,"1","männlich",1,3
2024,"P","Odin",2023,"1","männlich",1,3
2024,"P","Odin vom Traunsteinblick",2022,"1","männlich",1,1
2024,"P","Odin von der Schonegg",2020,"1","männlich",1,1
2024,"P","Odin-Fluffy",2018,"1","männlich",1,1
2024,"P","Odysseo",2020,"1","männlich",1,1
2024,"P","Ohara",2013,"1","männlich",1,1
2024,"P","Ohm",2019,"1","männlich",1,1
2024,"P","Okaloosa My Red Scarf Nona",2019,"2","weiblich",2,1
2024,"P","Okami Shiro",2020,"1","männlich",1,1
2024,"P","Okemos",2016,"1","männlich",1,1
2024,"P","Oki",2021,"2","weiblich",2,1
2024,"P","Oki (Okemos)",2016,"1","männlich",1,1
2024,"P","Olaf",2010,"1","männlich",1,1
2024,"P","Olaf",2020,"1","männlich",1,1
2024,"P","Ole",2014,"1","männlich",1,1
2024,"P","Ole Lund (Paperlapap)",2017,"1","männlich",1,1
2024,"P","Olea Spirit of Sunlight",2021,"2","weiblich",2,1
2024,"P","Olga",2010,"2","weiblich",2,1
2024,"P","Olga",2020,"2","weiblich",2,1
2024,"P","Oli",2013,"1","männlich",1,1
2024,"P","Oli",2017,"1","männlich",1,1
2024,"P","Oli-Benno",2018,"1","männlich",1,1
2024,"P","Olina",2023,"2","weiblich",2,1
2024,"P","Oliva",2023,"2","weiblich",2,1
2024,"P","Olive",2013,"2","weiblich",2,1
2024,"P","Olive",2017,"2","weiblich",2,1
2024,"P","Olive",2018,"2","weiblich",2,1
2024,"P","Olive",2021,"2","weiblich",2,1
2024,"P","Olive",2022,"2","weiblich",2,2
2024,"P","Oliver",2023,"1","männlich",1,1
2024,"P","Oliver (Uno)",2018,"1","männlich",1,1
2024,"P","Oliver Napoleone",2023,"1","männlich",1,1
2024,"P","Olivia",2010,"2","weiblich",2,1
2024,"P","Olivia v. Tannzapfenland",2019,"2","weiblich",2,1
2024,"P","Olli",2021,"1","männlich",1,1
2024,"P","Ollie",2016,"2","weiblich",2,1
2024,"P","Ollie",2019,"1","männlich",1,1
2024,"P","Ollie",2021,"1","männlich",1,1
2024,"P","Ollie",2022,"1","männlich",1,1
2024,"P","Ollie",2023,"2","weiblich",2,1
2024,"P","Olmo",2012,"1","männlich",1,1
2024,"P","Olmo",2020,"1","männlich",1,1
2024,"P","Oly",2018,"2","weiblich",2,1
2024,"P","Olympia",2020,"2","weiblich",2,1
2024,"P","Om Tashi von Sharwa",2020,"1","männlich",1,1
2024,"P","Omar",2012,"1","männlich",1,1
2024,"P","Omira Caramel",2017,"2","weiblich",2,1
2024,"P","Onatha (Yoko)",2018,"2","weiblich",2,1
2024,"P","Onawa",2012,"2","weiblich",2,1
2024,"P","Onda la Lupa Beautiful Whites",2012,"2","weiblich",2,1
2024,"P","Ondine",2018,"2","weiblich",2,1
2024,"P","One",2016,"2","weiblich",2,1
2024,"P","One Love Duke Sir of Beacon Hi",2020,"1","männlich",1,1
2024,"P","One von Mops Deluxe",2021,"1","männlich",1,1
2024,"P","Onja",2012,"2","weiblich",2,1
2024,"P","Onni",2020,"1","männlich",1,1
2024,"P","Onta Ofelia Ora",2020,"2","weiblich",2,1
2024,"P","Onur",2013,"1","männlich",1,1
2024,"P","Onys Billy van Eenthuis",2017,"1","männlich",1,1
2024,"P","Onyx",2022,"1","männlich",1,1
2024,"P","Onyx (Opium)",2018,"1","männlich",1,1
2024,"P","Onyx von Mops Queen's",2021,"1","männlich",1,1
2024,"P","Open Mind Cailin",2016,"2","weiblich",2,1
2024,"P","Oprah",2012,"2","weiblich",2,1
2024,"P","Oran",2012,"1","männlich",1,1
2024,"P","Orea",2017,"2","weiblich",2,1
2024,"P","Orenda-Emma",2022,"2","weiblich",2,1
2024,"P","Oreo",2014,"2","weiblich",2,1
2024,"P","Oreo",2016,"2","weiblich",2,1
2024,"P","Oreo",2020,"1","männlich",1,1
2024,"P","Oreo",2022,"1","männlich",1,1
2024,"P","Oreo Sydney Bungi",2017,"1","männlich",1,1
2024,"P","Oreste",2018,"1","männlich",1,1
2024,"P","Orfeo",2018,"1","männlich",1,1
2024,"P","Ori",2017,"1","männlich",1,1
2024,"P","Origona",2016,"2","weiblich",2,1
2024,"P","Orina-Tosca von Kopfrein",2020,"2","weiblich",2,1
2024,"P","Orion Pickwick",2011,"1","männlich",1,1
2024,"P","Orion of Little Snow Bears",2018,"1","männlich",1,1
2024,"P","Orka",2022,"2","weiblich",2,1
2024,"P","Orla",2018,"2","weiblich",2,1
2024,"P","Orla of Sherry Lane",2018,"2","weiblich",2,1
2024,"P","Orlando",2011,"1","männlich",1,1
2024,"P","Orlando",2016,"1","männlich",1,1
2024,"P","Orlando",2023,"1","männlich",1,1
2024,"P","Orlo",2019,"1","männlich",1,1
2024,"P","Orly",2014,"2","weiblich",2,1
2024,"P","Ornella (Gioia)",2021,"2","weiblich",2,1
2024,"P","Orpheas",2023,"1","männlich",1,1
2024,"P","Orpheus",2014,"1","männlich",1,1
2024,"P","Orsan-Balou",2012,"1","männlich",1,1
2024,"P","Orsetto",2023,"1","männlich",1,1
2024,"P","Orso",2014,"1","männlich",1,1
2024,"P","Orso",2023,"1","männlich",1,1
2024,"P","Orti",2018,"1","männlich",1,1
2024,"P","Orus Baloo",2020,"1","männlich",1,1
2024,"P","Oryx",2023,"1","männlich",1,1
2024,"P","Osaka",2018,"1","männlich",1,1
2024,"P","Oscar",2010,"1","männlich",1,2
2024,"P","Oscar",2012,"1","männlich",1,2
2024,"P","Oscar",2013,"1","männlich",1,3
2024,"P","Oscar",2017,"1","männlich",1,1
2024,"P","Oscar",2018,"1","männlich",1,3
2024,"P","Oscar",2019,"1","männlich",1,1
2024,"P","Oscar",2020,"1","männlich",1,3
2024,"P","Oscar",2021,"1","männlich",1,2
2024,"P","Oscar",2022,"1","männlich",1,3
2024,"P","Oscar (Shorty)",2017,"1","männlich",1,1
2024,"P","Oscar Della Valle Dei Lord",2021,"1","männlich",1,1
2024,"P","Oshuko",2013,"1","männlich",1,1
2024,"P","Oskar",2011,"1","männlich",1,1
2024,"P","Oskar",2016,"1","männlich",1,1
2024,"P","Oskar",2017,"1","männlich",1,1
2024,"P","Oskar",2018,"1","männlich",1,1
2024,"P","Oskar",2021,"1","männlich",1,4
2024,"P","Oskar",2022,"1","männlich",1,1
2024,"P","Oskar",2023,"1","männlich",1,1
2024,"P","Oskar  (Orlando Stub. Fellow)",2020,"1","männlich",1,1
2024,"P","Oskar (Hachiko)",2021,"1","männlich",1,1
2024,"P","Oski",2014,"1","männlich",1,1
2024,"P","Oslo",2018,"1","männlich",1,2
2024,"P","Oslo",2022,"1","männlich",1,1
2024,"P","Ossa",2015,"2","weiblich",2,1
2024,"P","Othann",2018,"1","männlich",1,1
2024,"P","Othello",2015,"1","männlich",1,1
2024,"P","Othello",2020,"1","männlich",1,1
2024,"P","Otis",2012,"1","männlich",1,1
2024,"P","Otis",2016,"1","männlich",1,2
2024,"P","Otis",2019,"1","männlich",1,1
2024,"P","Otis",2020,"1","männlich",1,3
2024,"P","Otis",2021,"1","männlich",1,1
2024,"P","Otis",2022,"1","männlich",1,1
2024,"P","Otta",2021,"2","weiblich",2,1
2024,"P","Otter Creek's Devon",2019,"1","männlich",1,1
2024,"P","Otter Creek's Hawk BILLY",2022,"1","männlich",1,1
2024,"P","Otti",2020,"1","männlich",1,1
2024,"P","Ottilia",2022,"2","weiblich",2,1
2024,"P","Otto",2013,"1","männlich",1,1
2024,"P","Otto",2015,"1","männlich",1,1
2024,"P","Otto",2017,"1","männlich",1,1
2024,"P","Otto",2018,"1","männlich",1,1
2024,"P","Otto",2019,"1","männlich",1,1
2024,"P","Otto",2020,"1","männlich",1,1
2024,"P","Otto",2022,"1","männlich",1,1
2024,"P","Otto",2023,"1","männlich",1,2
2024,"P","Ouna",2014,"2","weiblich",2,1
2024,"P","Ovana",2018,"2","weiblich",2,1
2024,"P","Oxana",2023,"2","weiblich",2,1
2024,"P","Oyama",2022,"1","männlich",1,1
2024,"P","Ozkar",2019,"2","weiblich",2,1
2024,"P","Ozzie",2020,"1","männlich",1,1
2024,"P","Ozzy",2015,"1","männlich",1,1
2024,"P","Ozzy",2018,"1","männlich",1,1
2024,"P","Ozzy Spiquel",2020,"1","männlich",1,1
2024,"P","P2",2021,"2","weiblich",2,1
2024,"P","PIPPA",2021,"2","weiblich",2,1
2024,"P","Pablito",2009,"1","männlich",1,1
2024,"P","Pablo",2016,"1","männlich",1,2
2024,"P","Pablo",2017,"1","männlich",1,1
2024,"P","Pablo",2018,"1","männlich",1,4
2024,"P","Pablo",2019,"1","männlich",1,3
2024,"P","Pablo",2020,"1","männlich",1,5
2024,"P","Pablo",2021,"1","männlich",1,1
2024,"P","Pablo",2022,"1","männlich",1,5
2024,"P","Pablo",2023,"1","männlich",1,1
2024,"P","Pablo Calimera Casa della Perl",2020,"1","männlich",1,1
2024,"P","Pablo Hermes",2018,"1","männlich",1,1
2024,"P","Pablo aka Putin",2017,"1","männlich",1,1
2024,"P","Pacco vom Riedbachtal",2019,"1","männlich",1,1
2024,"P","Pacho",2017,"1","männlich",1,1
2024,"P","Paco",2008,"1","männlich",1,1
2024,"P","Paco",2010,"1","männlich",1,1
2024,"P","Paco",2011,"1","männlich",1,2
2024,"P","Paco",2012,"1","männlich",1,1
2024,"P","Paco",2017,"1","männlich",1,1
2024,"P","Paco",2019,"1","männlich",1,1
2024,"P","Paco",2020,"1","männlich",1,3
2024,"P","Paco",2022,"1","männlich",1,4
2024,"P","Paco",2023,"1","männlich",1,1
2024,"P","Paco (Lacky von der Scherau)",2022,"1","männlich",1,1
2024,"P","Paco (Päuli)",2022,"1","männlich",1,1
2024,"P","Paco (Takeo)",2016,"1","männlich",1,1
2024,"P","Paddington",2013,"1","männlich",1,1
2024,"P","Pafi",2022,"1","männlich",1,1
2024,"P","Paganini",2018,"1","männlich",1,1
2024,"P","Pajti",2020,"2","weiblich",2,1
2024,"P","Palaka",2016,"2","weiblich",2,1
2024,"P","Palermo",2011,"1","männlich",1,1
